样本ID | P | R | F1
legal_question_answering_52046 | 0.4954 | 0.3244 | 0.3921
legal_question_answering_28006 | 0.7552 | 0.7735 | 0.7643
legal_question_answering_44037 | 0.6896 | 0.6366 | 0.6620
legal_question_answering_17160 | 0.7513 | 0.7022 | 0.7259
legal_question_answering_70625 | 0.5800 | 0.6032 | 0.5913
legal_question_answering_34972 | 0.7453 | 0.7173 | 0.7310
legal_question_answering_31257 | 0.7266 | 0.7310 | 0.7288
legal_question_answering_68739 | 0.3393 | 0.4670 | 0.3930
legal_question_answering_62499 | 0.7242 | 0.7785 | 0.7504
legal_question_answering_71881 | 0.3021 | 0.4900 | 0.3738
legal_question_answering_52541 | 0.6512 | 0.6758 | 0.6633
legal_question_answering_1048 | 0.7450 | 0.8127 | 0.7774
legal_question_answering_39544 | 0.6938 | 0.6839 | 0.6888
legal_question_answering_38664 | 0.8362 | 0.7763 | 0.8052
legal_question_answering_51133 | 0.4807 | 0.2827 | 0.3560
legal_question_answering_21055 | 0.8283 | 0.7431 | 0.7834
legal_question_answering_15365 | 0.7140 | 0.7577 | 0.7352
legal_question_answering_64241 | 0.6210 | 0.5772 | 0.5983
legal_question_answering_71774 | 0.3700 | 0.6093 | 0.4604
legal_question_answering_71220 | 0.3618 | 0.6071 | 0.4534
legal_question_answering_5988 | 0.6954 | 0.7063 | 0.7008
legal_question_answering_11428 | 0.7071 | 0.5479 | 0.6174
legal_question_answering_17558 | 0.8561 | 0.7253 | 0.7853
legal_question_answering_48622 | 0.7875 | 0.7657 | 0.7764
legal_question_answering_70312 | 0.4711 | 0.5335 | 0.5004
legal_question_answering_78165 | 0.3927 | 0.6555 | 0.4912
legal_question_answering_41013 | 0.7148 | 0.7937 | 0.7522
legal_question_answering_75776 | 0.6973 | 0.6886 | 0.6929
legal_question_answering_32824 | 0.7273 | 0.7348 | 0.7310
legal_question_answering_55310 | 0.7386 | 0.7787 | 0.7581
legal_question_answering_22210 | 0.7013 | 0.6894 | 0.6953
legal_question_answering_39034 | 0.7501 | 0.5193 | 0.6137
legal_question_answering_210 | 0.6945 | 0.6456 | 0.6692
legal_question_answering_70704 | 0.4118 | 0.6686 | 0.5097
legal_question_answering_42784 | 0.8431 | 0.7849 | 0.8130
legal_question_answering_4143 | 0.7083 | 0.6991 | 0.7036
legal_question_answering_65837 | 0.6985 | 0.6328 | 0.6641
legal_question_answering_56630 | 0.6774 | 0.7086 | 0.6927
legal_question_answering_73521 | 0.3455 | 0.7160 | 0.4661
legal_question_answering_63501 | 0.7355 | 0.7596 | 0.7474
legal_question_answering_33798 | 0.6987 | 0.6438 | 0.6701
legal_question_answering_12966 | 0.7857 | 0.6859 | 0.7324
legal_question_answering_74959 | 0.7845 | 0.8040 | 0.7941
legal_question_answering_30645 | 0.6200 | 0.6464 | 0.6329
legal_question_answering_45102 | 0.6493 | 0.6289 | 0.6389
legal_question_answering_66409 | 0.7268 | 0.6518 | 0.6872
legal_question_answering_72214 | 0.3680 | 0.6262 | 0.4635
legal_question_answering_37212 | 0.7985 | 0.7811 | 0.7897
legal_question_answering_36661 | 0.8103 | 0.7805 | 0.7951
legal_question_answering_74179 | 0.3659 | 0.5202 | 0.4296
legal_question_answering_52886 | 0.4966 | 0.3143 | 0.3850
legal_question_answering_49877 | 0.9149 | 0.7859 | 0.8455
legal_question_answering_24805 | 0.7489 | 0.7431 | 0.7460
legal_question_answering_14771 | 0.6399 | 0.6484 | 0.6441
legal_question_answering_79426 | 0.9970 | 0.9956 | 0.9963
legal_question_answering_24230 | 0.7220 | 0.7240 | 0.7230
legal_question_answering_67132 | 0.3992 | 0.7701 | 0.5258
legal_question_answering_50640 | 0.7771 | 0.7889 | 0.7830
legal_question_answering_19229 | 0.6998 | 0.8148 | 0.7529
legal_question_answering_23523 | 0.6858 | 0.7588 | 0.7204
legal_question_answering_10846 | 0.6599 | 0.7039 | 0.6812
legal_question_answering_52570 | 0.8516 | 0.8228 | 0.8370
legal_question_answering_63846 | 0.7029 | 0.6874 | 0.6951
legal_question_answering_74031 | 0.3746 | 0.7568 | 0.5012
legal_question_answering_54777 | 0.6306 | 0.7108 | 0.6683
legal_question_answering_16746 | 0.7286 | 0.8471 | 0.7834
legal_question_answering_72578 | 0.3697 | 0.7101 | 0.4863
legal_question_answering_25475 | 0.7401 | 0.7264 | 0.7332
legal_question_answering_32832 | 0.7131 | 0.6014 | 0.6525
legal_question_answering_12869 | 0.6342 | 0.6384 | 0.6363
legal_question_answering_21970 | 0.5111 | 0.4281 | 0.4660
legal_question_answering_77985 | 0.9126 | 0.9424 | 0.9272
legal_question_answering_28075 | 0.7524 | 0.7279 | 0.7400
legal_question_answering_62348 | 0.6058 | 0.7312 | 0.6626
legal_question_answering_58279 | 0.5722 | 0.6293 | 0.5994
legal_question_answering_57269 | 0.7141 | 0.7621 | 0.7373
legal_question_answering_11024 | 0.6334 | 0.6796 | 0.6557
legal_question_answering_32519 | 0.7300 | 0.6774 | 0.7027
legal_question_answering_65813 | 0.6868 | 0.7001 | 0.6934
legal_question_answering_5096 | 0.7270 | 0.7697 | 0.7477
legal_question_answering_71106 | 0.3973 | 0.7217 | 0.5125
legal_question_answering_50560 | 0.4685 | 0.3754 | 0.4168
legal_question_answering_17472 | 0.7796 | 0.7533 | 0.7662
legal_question_answering_20162 | 0.6678 | 0.7426 | 0.7032
legal_question_answering_54458 | 0.4773 | 0.2989 | 0.3676
legal_question_answering_14365 | 0.6409 | 0.6654 | 0.6529
legal_question_answering_36723 | 0.7547 | 0.6988 | 0.7257
legal_question_answering_18810 | 0.7938 | 0.7629 | 0.7780
legal_question_answering_61002 | 0.5270 | 0.6274 | 0.5728
legal_question_answering_2698 | 0.6871 | 0.6844 | 0.6857
legal_question_answering_11976 | 0.7244 | 0.7310 | 0.7277
legal_question_answering_66563 | 0.4080 | 0.7439 | 0.5270
legal_question_answering_19646 | 0.7273 | 0.7037 | 0.7153
legal_question_answering_76523 | 0.7449 | 0.6587 | 0.6991
legal_question_answering_12372 | 0.6950 | 0.6277 | 0.6596
legal_question_answering_37003 | 0.7386 | 0.7573 | 0.7478
legal_question_answering_40337 | 0.7339 | 0.7119 | 0.7227
legal_question_answering_40614 | 0.6476 | 0.6816 | 0.6641
legal_question_answering_68604 | 0.4447 | 0.6338 | 0.5227
legal_question_answering_58270 | 0.6099 | 0.6136 | 0.6117
legal_question_answering_1295 | 0.6262 | 0.7074 | 0.6643
legal_question_answering_69085 | 0.3408 | 0.4893 | 0.4018
legal_question_answering_36076 | 0.6683 | 0.6852 | 0.6767
legal_question_answering_33528 | 0.7531 | 0.6345 | 0.6887
legal_question_answering_62309 | 0.6113 | 0.6050 | 0.6081
legal_question_answering_60614 | 0.6053 | 0.6004 | 0.6028
legal_question_answering_21482 | 0.8012 | 0.7357 | 0.7670
legal_question_answering_31023 | 0.7918 | 0.6220 | 0.6967
legal_question_answering_4552 | 0.7210 | 0.6545 | 0.6861
legal_question_answering_28086 | 0.8100 | 0.7373 | 0.7719
legal_question_answering_18182 | 0.7617 | 0.7816 | 0.7715
legal_question_answering_2949 | 0.7722 | 0.6332 | 0.6958
legal_question_answering_67696 | 0.3505 | 0.5930 | 0.4406
legal_question_answering_11800 | 0.8406 | 0.8086 | 0.8243
legal_question_answering_71195 | 0.3462 | 0.5101 | 0.4125
legal_question_answering_39610 | 0.7477 | 0.8020 | 0.7739
legal_question_answering_16450 | 0.6370 | 0.7487 | 0.6884
legal_question_answering_51776 | 0.7018 | 0.7260 | 0.7137
legal_question_answering_13659 | 0.6875 | 0.6780 | 0.6827
legal_question_answering_45386 | 0.7416 | 0.7145 | 0.7278
legal_question_answering_27655 | 0.7803 | 0.7447 | 0.7621
legal_question_answering_2073 | 0.6332 | 0.6933 | 0.6619
legal_question_answering_49286 | 0.7864 | 0.7274 | 0.7557
legal_question_answering_62640 | 0.6217 | 0.6889 | 0.6536
legal_question_answering_31235 | 0.7563 | 0.7403 | 0.7483
legal_question_answering_23724 | 0.7500 | 0.7949 | 0.7718
legal_question_answering_34298 | 0.7424 | 0.7274 | 0.7348
legal_question_answering_79199 | 0.6393 | 0.8675 | 0.7361
legal_question_answering_71043 | 0.3851 | 0.7190 | 0.5015
legal_question_answering_30793 | 0.8073 | 0.8206 | 0.8139
legal_question_answering_30403 | 0.7876 | 0.7562 | 0.7716
legal_question_answering_11709 | 0.7533 | 0.6859 | 0.7180
legal_question_answering_30131 | 0.6769 | 0.7016 | 0.6890
legal_question_answering_12886 | 0.6443 | 0.6532 | 0.6487
legal_question_answering_49077 | 0.6595 | 0.7109 | 0.6842
legal_question_answering_7622 | 0.6534 | 0.6488 | 0.6511
legal_question_answering_75977 | 0.7774 | 0.7870 | 0.7822
legal_question_answering_53173 | 0.7666 | 0.8148 | 0.7900
legal_question_answering_62298 | 0.6502 | 0.7433 | 0.6936
legal_question_answering_56662 | 0.7349 | 0.7421 | 0.7385
legal_question_answering_55259 | 0.8114 | 0.7748 | 0.7927
legal_question_answering_46885 | 0.7452 | 0.6839 | 0.7133
legal_question_answering_13110 | 0.7418 | 0.7842 | 0.7624
legal_question_answering_78479 | 0.7544 | 0.7996 | 0.7763
legal_question_answering_19639 | 0.7157 | 0.6856 | 0.7003
legal_question_answering_28526 | 0.7693 | 0.7650 | 0.7671
legal_question_answering_6104 | 0.7348 | 0.6852 | 0.7091
legal_question_answering_46697 | 0.6581 | 0.7744 | 0.7115
legal_question_answering_73710 | 0.3906 | 0.4849 | 0.4326
legal_question_answering_16972 | 0.7829 | 0.7651 | 0.7739
legal_question_answering_40450 | 0.7533 | 0.8044 | 0.7780
legal_question_answering_51941 | 0.8458 | 0.8029 | 0.8238
legal_question_answering_42134 | 0.7239 | 0.7164 | 0.7201
legal_question_answering_814 | 0.6363 | 0.6997 | 0.6665
legal_question_answering_7514 | 0.8060 | 0.7906 | 0.7982
legal_question_answering_26893 | 0.7807 | 0.8104 | 0.7953
legal_question_answering_51544 | 0.7491 | 0.7354 | 0.7422
legal_question_answering_12991 | 0.6585 | 0.5996 | 0.6277
legal_question_answering_65088 | 0.5811 | 0.6076 | 0.5941
legal_question_answering_7295 | 0.7159 | 0.6752 | 0.6949
legal_question_answering_44125 | 0.7412 | 0.7082 | 0.7243
legal_question_answering_66878 | 0.4393 | 0.7723 | 0.5601
legal_question_answering_61255 | 0.7514 | 0.7617 | 0.7565
legal_question_answering_66946 | 0.5400 | 0.7999 | 0.6447
legal_question_answering_54814 | 0.7783 | 0.8751 | 0.8239
legal_question_answering_29143 | 0.7393 | 0.7543 | 0.7467
legal_question_answering_5906 | 0.7292 | 0.7189 | 0.7240
legal_question_answering_27764 | 0.7664 | 0.7217 | 0.7434
legal_question_answering_17784 | 0.7362 | 0.7737 | 0.7545
legal_question_answering_13099 | 0.6191 | 0.6636 | 0.6406
legal_question_answering_77469 | 0.7296 | 0.7762 | 0.7522
legal_question_answering_30345 | 0.6882 | 0.6157 | 0.6499
legal_question_answering_52806 | 0.4813 | 0.3070 | 0.3749
legal_question_answering_21336 | 0.7821 | 0.7173 | 0.7483
legal_question_answering_37515 | 0.5471 | 0.7500 | 0.6327
legal_question_answering_53041 | 0.7161 | 0.7945 | 0.7533
legal_question_answering_55648 | 0.7815 | 0.7884 | 0.7850
legal_question_answering_23198 | 0.6959 | 0.6608 | 0.6779
legal_question_answering_46742 | 0.7261 | 0.7663 | 0.7457
legal_question_answering_34453 | 0.7398 | 0.7466 | 0.7432
legal_question_answering_46446 | 0.6373 | 0.7609 | 0.6936
legal_question_answering_70541 | 0.3008 | 0.4619 | 0.3643
legal_question_answering_18440 | 0.7055 | 0.7398 | 0.7223
legal_question_answering_67764 | 0.3982 | 0.5825 | 0.4730
legal_question_answering_8506 | 0.6031 | 0.5626 | 0.5821
legal_question_answering_28568 | 0.7753 | 0.7750 | 0.7751
legal_question_answering_31064 | 0.6436 | 0.7397 | 0.6883
legal_question_answering_75904 | 0.9711 | 0.9589 | 0.9650
legal_question_answering_27393 | 0.7291 | 0.7466 | 0.7378
legal_question_answering_49044 | 0.7854 | 0.8053 | 0.7952
legal_question_answering_58596 | 0.6644 | 0.6347 | 0.6492
legal_question_answering_61838 | 0.6199 | 0.6901 | 0.6532
legal_question_answering_26229 | 0.8779 | 0.7817 | 0.8270
legal_question_answering_18414 | 0.7176 | 0.7067 | 0.7121
legal_question_answering_70815 | 0.3427 | 0.4756 | 0.3984
legal_question_answering_20995 | 0.5973 | 0.4626 | 0.5214
legal_question_answering_2442 | 0.7561 | 0.7472 | 0.7516
legal_question_answering_76982 | 0.7363 | 0.7405 | 0.7384
legal_question_answering_31840 | 0.7074 | 0.7763 | 0.7403
legal_question_answering_60727 | 0.6403 | 0.6559 | 0.6480
legal_question_answering_9408 | 0.6800 | 0.6655 | 0.6727
legal_question_answering_34660 | 0.5415 | 0.5780 | 0.5592
legal_question_answering_1393 | 0.6984 | 0.5885 | 0.6388
legal_question_answering_74158 | 0.3868 | 0.5375 | 0.4498
legal_question_answering_3065 | 0.7727 | 0.7271 | 0.7492
legal_question_answering_75851 | 0.4460 | 0.7429 | 0.5574
legal_question_answering_379 | 0.6877 | 0.6967 | 0.6922
legal_question_answering_68978 | 0.3652 | 0.5671 | 0.4443
legal_question_answering_60622 | 0.6112 | 0.6926 | 0.6493
legal_question_answering_38789 | 0.7846 | 0.8326 | 0.8079
legal_question_answering_65641 | 0.6103 | 0.6134 | 0.6118
legal_question_answering_6137 | 0.6938 | 0.7114 | 0.7025
legal_question_answering_30387 | 0.8219 | 0.8822 | 0.8510
legal_question_answering_77647 | 0.4237 | 0.6612 | 0.5165
legal_question_answering_10506 | 0.6514 | 0.6175 | 0.6340
legal_question_answering_77892 | 0.9598 | 0.9361 | 0.9478
legal_question_answering_57322 | 0.6214 | 0.6025 | 0.6118
legal_question_answering_40579 | 0.6457 | 0.6183 | 0.6317
legal_question_answering_35307 | 0.7271 | 0.7349 | 0.7310
legal_question_answering_72257 | 0.3313 | 0.6975 | 0.4492
legal_question_answering_66385 | 0.5791 | 0.6244 | 0.6009
legal_question_answering_24296 | 0.6967 | 0.7282 | 0.7121
legal_question_answering_61978 | 0.6583 | 0.6318 | 0.6448
legal_question_answering_14392 | 0.7726 | 0.7168 | 0.7437
legal_question_answering_37678 | 0.6658 | 0.7282 | 0.6956
legal_question_answering_5531 | 0.5835 | 0.5781 | 0.5808
legal_question_answering_49824 | 0.7209 | 0.7991 | 0.7580
legal_question_answering_48321 | 0.6490 | 0.7022 | 0.6745
legal_question_answering_3270 | 0.6700 | 0.6534 | 0.6616
legal_question_answering_4906 | 0.6637 | 0.6481 | 0.6558
legal_question_answering_40273 | 0.7299 | 0.7421 | 0.7360
legal_question_answering_15178 | 0.6030 | 0.5734 | 0.5878
legal_question_answering_66320 | 0.7481 | 0.7800 | 0.7637
legal_question_answering_1229 | 0.6859 | 0.7125 | 0.6989
legal_question_answering_52573 | 0.7632 | 0.7739 | 0.7685
legal_question_answering_42402 | 0.7682 | 0.7795 | 0.7738
legal_question_answering_59665 | 0.5768 | 0.6092 | 0.5926
legal_question_answering_31274 | 0.7556 | 0.7745 | 0.7650
legal_question_answering_4374 | 0.7732 | 0.6575 | 0.7107
legal_question_answering_79425 | 0.3560 | 0.6139 | 0.4507
legal_question_answering_12727 | 0.6818 | 0.6632 | 0.6724
legal_question_answering_28200 | 0.8094 | 0.7277 | 0.7664
legal_question_answering_72078 | 0.2997 | 0.4330 | 0.3542
legal_question_answering_38057 | 0.7165 | 0.7046 | 0.7105
legal_question_answering_3448 | 0.7009 | 0.7080 | 0.7044
legal_question_answering_66201 | 0.6802 | 0.6173 | 0.6472
legal_question_answering_74752 | 0.4554 | 0.7450 | 0.5652
legal_question_answering_16 | 0.7175 | 0.7212 | 0.7194
legal_question_answering_26116 | 0.6738 | 0.6848 | 0.6793
legal_question_answering_26863 | 0.7974 | 0.7556 | 0.7759
legal_question_answering_8806 | 0.5876 | 0.6316 | 0.6088
legal_question_answering_64448 | 0.5451 | 0.6336 | 0.5860
legal_question_answering_70921 | 0.3693 | 0.7474 | 0.4943
legal_question_answering_76165 | 0.7125 | 0.7156 | 0.7140
legal_question_answering_61948 | 0.7513 | 0.7437 | 0.7475
legal_question_answering_25848 | 0.7773 | 0.8063 | 0.7916
legal_question_answering_66428 | 0.3683 | 0.4382 | 0.4002
legal_question_answering_42934 | 0.7486 | 0.8075 | 0.7769
legal_question_answering_46017 | 0.7363 | 0.7482 | 0.7422
legal_question_answering_39681 | 0.7410 | 0.6712 | 0.7044
legal_question_answering_71189 | 0.3327 | 0.5906 | 0.4257
legal_question_answering_63988 | 0.6906 | 0.6790 | 0.6848
legal_question_answering_750 | 0.6567 | 0.6607 | 0.6587
legal_question_answering_38929 | 0.7600 | 0.7583 | 0.7591
legal_question_answering_11469 | 0.6918 | 0.6677 | 0.6795
legal_question_answering_55764 | 0.6000 | 0.6629 | 0.6299
legal_question_answering_37337 | 0.8009 | 0.7023 | 0.7484
legal_question_answering_54845 | 0.8308 | 0.7445 | 0.7853
legal_question_answering_53501 | 0.5433 | 0.2979 | 0.3848
legal_question_answering_17925 | 0.4909 | 0.5833 | 0.5331
legal_question_answering_16101 | 0.6855 | 0.8566 | 0.7615
legal_question_answering_10651 | 0.7080 | 0.7397 | 0.7235
legal_question_answering_78050 | 0.8553 | 0.7141 | 0.7784
legal_question_answering_11110 | 0.5833 | 0.5859 | 0.5846
legal_question_answering_5940 | 0.7374 | 0.8241 | 0.7783
legal_question_answering_54991 | 0.7476 | 0.7761 | 0.7616
legal_question_answering_74502 | 0.3808 | 0.5094 | 0.4358
legal_question_answering_70124 | 0.3891 | 0.5616 | 0.4597
legal_question_answering_16511 | 0.7329 | 0.8116 | 0.7702
legal_question_answering_49838 | 0.7656 | 0.7981 | 0.7815
legal_question_answering_38599 | 0.7910 | 0.7746 | 0.7827
legal_question_answering_12366 | 0.6523 | 0.6197 | 0.6356
legal_question_answering_61790 | 0.7467 | 0.6548 | 0.6978
legal_question_answering_58503 | 0.5670 | 0.6189 | 0.5918
legal_question_answering_11278 | 0.7379 | 0.7571 | 0.7474
legal_question_answering_29309 | 0.7584 | 0.7321 | 0.7450
legal_question_answering_19652 | 0.7516 | 0.7571 | 0.7544
legal_question_answering_49606 | 0.6005 | 0.7549 | 0.6689
legal_question_answering_11010 | 0.8435 | 0.6646 | 0.7434
legal_question_answering_26590 | 0.6349 | 0.6578 | 0.6462
legal_question_answering_41656 | 0.6647 | 0.6347 | 0.6493
legal_question_answering_60728 | 0.5980 | 0.6859 | 0.6389
legal_question_answering_47797 | 0.7708 | 0.8061 | 0.7880
legal_question_answering_23112 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_12016 | 0.6500 | 0.6883 | 0.6686
legal_question_answering_34949 | 0.7818 | 0.7551 | 0.7682
legal_question_answering_6965 | 0.6726 | 0.7818 | 0.7231
legal_question_answering_56804 | 0.6928 | 0.7157 | 0.7040
legal_question_answering_565 | 0.5921 | 0.7122 | 0.6466
legal_question_answering_22961 | 0.7070 | 0.6903 | 0.6986
legal_question_answering_56036 | 0.6765 | 0.6895 | 0.6829
legal_question_answering_11312 | 0.7187 | 0.6553 | 0.6855
legal_question_answering_10421 | 0.6692 | 0.6727 | 0.6709
legal_question_answering_36401 | 0.7065 | 0.7752 | 0.7393
legal_question_answering_11060 | 0.6254 | 0.6580 | 0.6413
legal_question_answering_25676 | 0.7720 | 0.8113 | 0.7912
legal_question_answering_56115 | 0.7337 | 0.7668 | 0.7499
legal_question_answering_51493 | 0.6317 | 0.4312 | 0.5125
legal_question_answering_5252 | 0.7652 | 0.7408 | 0.7528
legal_question_answering_24460 | 0.7253 | 0.7572 | 0.7409
legal_question_answering_60107 | 0.5511 | 0.6167 | 0.5821
legal_question_answering_66418 | 0.6783 | 0.7097 | 0.6936
legal_question_answering_41788 | 0.7442 | 0.7189 | 0.7314
legal_question_answering_73427 | 0.3217 | 0.6008 | 0.4190
legal_question_answering_14202 | 0.7082 | 0.6371 | 0.6708
legal_question_answering_19997 | 0.6437 | 0.6573 | 0.6504
legal_question_answering_23751 | 0.7097 | 0.8219 | 0.7617
legal_question_answering_11028 | 0.8411 | 0.8235 | 0.8322
legal_question_answering_51047 | 0.7321 | 0.7559 | 0.7438
legal_question_answering_54412 | 0.6898 | 0.7894 | 0.7362
legal_question_answering_71318 | 0.3557 | 0.7104 | 0.4740
legal_question_answering_8213 | 0.7005 | 0.7220 | 0.7111
legal_question_answering_31605 | 0.7277 | 0.7713 | 0.7489
legal_question_answering_26076 | 0.7450 | 0.7541 | 0.7496
legal_question_answering_17440 | 0.6879 | 0.7097 | 0.6986
legal_question_answering_33286 | 0.7367 | 0.7049 | 0.7204
legal_question_answering_48474 | 0.5917 | 0.7513 | 0.6620
legal_question_answering_1178 | 0.6699 | 0.7821 | 0.7217
legal_question_answering_11265 | 0.6526 | 0.6723 | 0.6623
legal_question_answering_73571 | 0.3302 | 0.6666 | 0.4416
legal_question_answering_26511 | 0.7015 | 0.8385 | 0.7639
legal_question_answering_8845 | 0.6697 | 0.5968 | 0.6311
legal_question_answering_31314 | 0.6736 | 0.6710 | 0.6723
legal_question_answering_52018 | 0.8142 | 0.7867 | 0.8002
legal_question_answering_46569 | 0.7651 | 0.8109 | 0.7873
legal_question_answering_69309 | 0.3416 | 0.7257 | 0.4645
legal_question_answering_74424 | 0.3919 | 0.7909 | 0.5241
legal_question_answering_65863 | 0.5684 | 0.5984 | 0.5830
legal_question_answering_78157 | 0.6863 | 0.6367 | 0.6606
legal_question_answering_63833 | 0.6377 | 0.6460 | 0.6418
legal_question_answering_66893 | 0.5079 | 0.7528 | 0.6066
